#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_champions_guild_path_2;Champions' Guild Path;Champions' Guild Path;Champions' Guild Path;;Champions' Guild Path;;;;;;;;;x
b_champions_guild_path_2_adj;Champions' Guild Pathian;;Champions' Guild Pather;;;;;;;;;;;x
b_champions_guild_path_3;Champions' Guild Path;Champions' Guild Path;Champions' Guild Path;;Champions' Guild Path;;;;;;;;;x
b_champions_guild_path_3_adj;Champions' Guild Pathian;;Champions' Guild Pather;;;;;;;;;;;x
b_cooking_guild;Cooking Guild;Cooking Guild;Cooking Guild;;Cooking Guild;;;;;;;;;x
b_cooking_guild_adj;Cooking Guildian;;Cooking Guilder;;;;;;;;;;;x
b_cooking_guild_2;Cooking Guild;Cooking Guild;Cooking Guild;;Cooking Guild;;;;;;;;;x
b_cooking_guild_2_adj;Cooking Guildian;;Cooking Guilder;;;;;;;;;;;x
b_cooking_guild_3;Cooking Guild;Cooking Guild;Cooking Guild;;Cooking Guild;;;;;;;;;x
b_cooking_guild_3_adj;Cooking Guildian;;Cooking Guilder;;;;;;;;;;;x
b_deadwoods;Deadwoods;Deadwoods;Deadwoods;;Deadwoods;;;;;;;;;x
b_deadwoods_adj;Deadwoodsian;;deadwoodser;;;;;;;;;;;x
b_deadwoods_2;Deadwoods;Deadwoods;Deadwoods;;Deadwoods;;;;;;;;;x
b_deadwoods_2_adj;Deadwoodsian;;deadwoodser;;;;;;;;;;;x
b_deadwoods_3;Deadwoods;Deadwoods;Deadwoods;;Deadwoods;;;;;;;;;x
b_deadwoods_3_adj;Deadwoodsian;;deadwoodser;;;;;;;;;;;x
b_draynor_cross;Draynor Cross;Draynor Cross;Draynor Cross;;Draynor Cross;;;;;;;;;x
b_draynor_cross_adj;Draynor Crossian;;Draynor Crosser;;;;;;;;;;;x
b_draynor_cross_2;Draynor Cross;Draynor Cross;Draynor Cross;;Draynor Cross;;;;;;;;;x
b_draynor_cross_2_adj;Draynor Crossian;;Draynor Crosser;;;;;;;;;;;x
b_draynor_cross_3;Draynor Cross;Draynor Cross;Draynor Cross;;Draynor Cross;;;;;;;;;x
b_draynor_cross_3_adj;Draynor Crossian;;Draynor Crosser;;;;;;;;;;;x
b_draynor_cross_deadwoods;Draynor Cross Deadwoods;Draynor Cross Deadwoods;Draynor Cross Deadwoods;;Draynor Cross Deadwoods;;;;;;;;;x
b_draynor_cross_deadwoods_adj;Draynor Cross Deadwoodsian;;Draynor Cross Deadwoodser;;;;;;;;;;;x
b_draynor_cross_deadwoods_2;Draynor Cross Deadwoods;Draynor Cross Deadwoods;Draynor Cross Deadwoods;;Draynor Cross Deadwoods;;;;;;;;;x
b_draynor_cross_deadwoods_2_adj;Draynor Cross Deadwoodsian;;Draynor Cross Deadwoodser;;;;;;;;;;;x
b_draynor_cross_deadwoods_3;Draynor Cross Deadwoods;Draynor Cross Deadwoods;Draynor Cross Deadwoods;;Draynor Cross Deadwoods;;;;;;;;;x
b_draynor_cross_deadwoods_3_adj;Draynor Cross Deadwoodsian;;Draynor Cross Deadwoodser;;;;;;;;;;;x
b_draynor_field;Draynor Field;Draynor Field;Draynor Field;;Draynor Field;;;;;;;;;x
b_draynor_field_adj;Draynor Fieldian;;Draynor Fielder;;;;;;;;;;;x
b_draynor_field_2;Draynor Field;Draynor Field;Draynor Field;;Draynor Field;;;;;;;;;x
b_draynor_field_2_adj;Draynor Fieldian;;Draynor Fielder;;;;;;;;;;;x
b_draynor_field_3;Draynor Field;Draynor Field;Draynor Field;;Draynor Field;;;;;;;;;x
b_draynor_field_3_adj;Draynor Fieldian;;Draynor Fielder;;;;;;;;;;;x
b_draynor_jail;Draynor Jail;Draynor Jail;Draynor Jail;;Draynor Jail;;;;;;;;;x
b_draynor_jail_adj;Draynor Jailian;;Draynor Jailer;;;;;;;;;;;x
b_draynor_jail_2;Draynor Jail;Draynor Jail;Draynor Jail;;Draynor Jail;;;;;;;;;x
b_draynor_jail_2_adj;Draynor Jailian;;Draynor Jailer;;;;;;;;;;;x
b_draynor_jail_3;Draynor Jail;Draynor Jail;Draynor Jail;;Draynor Jail;;;;;;;;;x
b_draynor_jail_3_adj;Draynor Jailian;;Draynor Jailer;;;;;;;;;;;x
b_draynor_manor;Draynor Manor;Draynor Manor;Draynor Manor;;Draynor Manor;;;;;;;;;x
b_draynor_manor_adj;Draynor Manorian;;Draynor Manorer;;;;;;;;;;;x
b_draynor_manor_2;Draynor Manor;Draynor Manor;Draynor Manor;;Draynor Manor;;;;;;;;;x
b_draynor_manor_2_adj;Draynor Manorian;;Draynor Manorer;;;;;;;;;;;x
b_draynor_manor_3;Draynor Manor;Draynor Manor;Draynor Manor;;Draynor Manor;;;;;;;;;x
b_draynor_manor_3_adj;Draynor Manorian;;Draynor Manorer;;;;;;;;;;;x
b_east_edgeville;East Edgeville;East Edgeville;East Edgeville;;East Edgeville;;;;;;;;;x
b_east_edgeville_adj;East Edgevillean;;East Edgeviller;;;;;;;;;;;x
b_east_edgeville_2;East Edgeville;East Edgeville;East Edgeville;;East Edgeville;;;;;;;;;x
b_east_edgeville_2_adj;East Edgevillean;;East Edgeviller;;;;;;;;;;;x
b_east_grand_exchange;East Grand Exchange;East Grand Exchange;East Grand Exchange;;East Grand Exchange;;;;;;;;;x
b_east_grand_exchange_adj;East Grand Exchangean;;East Grand Exchanger;;;;;;;;;;;x
b_east_grand_exchange_2;East Grand Exchange;East Grand Exchange;East Grand Exchange;;East Grand Exchange;;;;;;;;;x
b_east_grand_exchange_2_adj;East Grand Exchangean;;East Grand Exchanger;;;;;;;;;;;x
b_east_grand_exchange_3;East Grand Exchange;East Grand Exchange;East Grand Exchange;;East Grand Exchange;;;;;;;;;x
b_east_grand_exchange_3_adj;East Grand Exchangean;;East Grand Exchanger;;;;;;;;;;;x
b_east_grand_exchange_4;East Grand Exchange;East Grand Exchange;East Grand Exchange;;East Grand Exchange;;;;;;;;;x
b_east_grand_exchange_4_adj;East Grand Exchangean;;East Grand Exchanger;;;;;;;;;;;x
b_east_grand_exchange_5;East Grand Exchange;East Grand Exchange;East Grand Exchange;;East Grand Exchange;;;;;;;;;x
b_east_grand_exchange_5_adj;East Grand Exchangean;;East Grand Exchanger;;;;;;;;;;;x
b_east_varrock_bank;East Varrock Bank;East Varrock Bank;East Varrock Bank;;East Varrock Bank;;;;;;;;;x
b_east_varrock_bank_adj;East Varrock Bankian;;East Varrock Banker;;;;;;;;;;;x
b_east_varrock_bank_2;East Varrock Bank;East Varrock Bank;East Varrock Bank;;East Varrock Bank;;;;;;;;;x
b_east_varrock_bank_2_adj;East Varrock Bankian;;East Varrock Banker;;;;;;;;;;;x
b_east_varrock_bank_3;East Varrock Bank;East Varrock Bank;East Varrock Bank;;East Varrock Bank;;;;;;;;;x
b_east_varrock_bank_3_adj;East Varrock Bankian;;East Varrock Banker;;;;;;;;;;;x
b_east_varrock_lum_plains;East Varrock Lum Plains;East Varrock Lum Plains;East Varrock Lum Plains;;East Varrock Lum Plains;;;;;;;;;x
b_east_varrock_lum_plains_adj;East Varrock Lum Plainsian;;East Varrock Lum Plainser;;;;;;;;;;;x
b_east_varrock_lum_plains_2;East Varrock Lum Plains;East Varrock Lum Plains;East Varrock Lum Plains;;East Varrock Lum Plains;;;;;;;;;x
b_east_varrock_lum_plains_2_adj;East Varrock Lum Plainsian;;East Varrock Lum Plainser;;;;;;;;;;;x
b_east_varrock_lum_plains_3;East Varrock Lum Plains;East Varrock Lum Plains;East Varrock Lum Plains;;East Varrock Lum Plains;;;;;;;;;x
b_east_varrock_lum_plains_3_adj;East Varrock Lum Plainsian;;East Varrock Lum Plainser;;;;;;;;;;;x
b_east_varrock_path;East Varrock Path;East Varrock Path;East Varrock Path;;East Varrock Path;;;;;;;;;x
b_east_varrock_path_adj;East Varrock Pathian;;East Varrock Pather;;;;;;;;;;;x
b_east_varrock_path_2;East Varrock Path;East Varrock Path;East Varrock Path;;East Varrock Path;;;;;;;;;x
b_east_varrock_path_2_adj;East Varrock Pathian;;East Varrock Pather;;;;;;;;;;;x
b_east_varrock_path_3;East Varrock Path;East Varrock Path;East Varrock Path;;East Varrock Path;;;;;;;;;x
b_east_varrock_path_3_adj;East Varrock Pathian;;East Varrock Pather;;;;;;;;;;;x
b_east_varrock_teastall;East Varrock Teastall;East Varrock Teastall;East Varrock Teastall;;East Varrock Teastall;;;;;;;;;x
b_east_varrock_teastall_adj;East Varrock Teastallian;;East Varrock Teastaller;;;;;;;;;;;x
b_east_varrock_teastall_2;East Varrock Teastall;East Varrock Teastall;East Varrock Teastall;;East Varrock Teastall;;;;;;;;;x
b_east_varrock_teastall_2_adj;East Varrock Teastallian;;East Varrock Teastaller;;;;;;;;;;;x
b_east_varrock_teastall_3;East Varrock Teastall;East Varrock Teastall;East Varrock Teastall;;East Varrock Teastall;;;;;;;;;x
b_east_varrock_teastall_3_adj;East Varrock Teastallian;;East Varrock Teastaller;;;;;;;;;;;x
b_east_varrock_temple;East Varrock Temple;East Varrock Temple;East Varrock Temple;;East Varrock Temple;;;;;;;;;x
b_east_varrock_temple_adj;East Varrock Templean;;East Varrock Templer;;;;;;;;;;;x
b_east_varrock_temple_2;East Varrock Temple;East Varrock Temple;East Varrock Temple;;East Varrock Temple;;;;;;;;;x
b_east_varrock_temple_2_adj;East Varrock Templean;;East Varrock Templer;;;;;;;;;;;x
b_east_varrock_temple_3;East Varrock Temple;East Varrock Temple;East Varrock Temple;;East Varrock Temple;;;;;;;;;x
b_east_varrock_temple_3_adj;East Varrock Templean;;East Varrock Templer;;;;;;;;;;;x
b_edgeville;Edgeville;Edgeville;Edgeville;;Edgeville;;;;;;;;;x
b_edgeville_adj;Edgevillean;;edgeviller;;;;;;;;;;;x
b_edgeville_2;Edgeville;Edgeville;Edgeville;;Edgeville;;;;;;;;;x
b_edgeville_2_adj;Edgevillean;;edgeviller;;;;;;;;;;;x
b_edgeville_3;Edgeville;Edgeville;Edgeville;;Edgeville;;;;;;;;;x
b_edgeville_3_adj;Edgevillean;;edgeviller;;;;;;;;;;;x
b_edgeville_4;Edgeville;Edgeville;Edgeville;;Edgeville;;;;;;;;;x
b_edgeville_4_adj;Edgevillean;;edgeviller;;;;;;;;;;;x
b_edgeville_ditch;Edgeville Ditch;Edgeville Ditch;Edgeville Ditch;;Edgeville Ditch;;;;;;;;;x
b_edgeville_ditch_adj;Edgeville Ditchian;;Edgeville Ditcher;;;;;;;;;;;x
b_edgeville_ditch_2;Edgeville Ditch;Edgeville Ditch;Edgeville Ditch;;Edgeville Ditch;;;;;;;;;x
b_edgeville_ditch_2_adj;Edgeville Ditchian;;Edgeville Ditcher;;;;;;;;;;;x
b_edgeville_ditch_3;Edgeville Ditch;Edgeville Ditch;Edgeville Ditch;;Edgeville Ditch;;;;;;;;;x
b_edgeville_ditch_3_adj;Edgeville Ditchian;;Edgeville Ditcher;;;;;;;;;;;x
b_gertrudes_house;Gertrude's House;Gertrude's House;Gertrude's House;;Gertrude's House;;;;;;;;;x
b_gertrudes_house_adj;Gertrudes Housean;;Gertrude's Houser;;;;;;;;;;;x
b_gertrudes_house_2;Gertrude's House;Gertrude's House;Gertrude's House;;Gertrude's House;;;;;;;;;x
b_gertrudes_house_2_adj;Gertrudes Housean;;Gertrude's Houser;;;;;;;;;;;x
b_gertrudes_house_3;Gertrude's House;Gertrude's House;Gertrude's House;;Gertrude's House;;;;;;;;;x
b_gertrudes_house_3_adj;Gertrudes Housean;;Gertrude's Houser;;;;;;;;;;;x
b_goblin_ghetto;Goblin Ghetto;Goblin Ghetto;Goblin Ghetto;;Goblin Ghetto;;;;;;;;;x
b_goblin_ghetto_adj;Goblin Ghettian;;Goblin Ghetter;;;;;;;;;;;x
b_goblin_ghetto_2;Goblin Ghetto;Goblin Ghetto;Goblin Ghetto;;Goblin Ghetto;;;;;;;;;x
b_goblin_ghetto_2_adj;Goblin Ghettian;;Goblin Ghetter;;;;;;;;;;;x
b_goblin_ghetto_3;Goblin Ghetto;Goblin Ghetto;Goblin Ghetto;;Goblin Ghetto;;;;;;;;;x
b_goblin_ghetto_3_adj;Goblin Ghettian;;Goblin Ghetter;;;;;;;;;;;x
b_grand_exchange_ditch;Grand Exchange Ditch;Grand Exchange Ditch;Grand Exchange Ditch;;Grand Exchange Ditch;;;;;;;;;x
b_grand_exchange_ditch_adj;Grand Exchange Ditchian;;Grand Exchange Ditcher;;;;;;;;;;;x
b_grand_exchange_ditch_2;Grand Exchange Ditch;Grand Exchange Ditch;Grand Exchange Ditch;;Grand Exchange Ditch;;;;;;;;;x
b_grand_exchange_ditch_2_adj;Grand Exchange Ditchian;;Grand Exchange Ditcher;;;;;;;;;;;x
b_grand_exchange_ditch_3;Grand Exchange Ditch;Grand Exchange Ditch;Grand Exchange Ditch;;Grand Exchange Ditch;;;;;;;;;x
b_grand_exchange_ditch_3_adj;Grand Exchange Ditchian;;Grand Exchange Ditcher;;;;;;;;;;;x
b_grand_exchange_pathway;Grand Exchange Pathway;Grand Exchange Pathway;Grand Exchange Pathway;;Grand Exchange Pathway;;;;;;;;;x
b_grand_exchange_pathway_adj;Grand Exchange Pathwaian;;Grand Exchange Pathwaer;;;;;;;;;;;x
b_grand_exchange_pathway_2;Grand Exchange Pathway;Grand Exchange Pathway;Grand Exchange Pathway;;Grand Exchange Pathway;;;;;;;;;x
b_grand_exchange_pathway_2_adj;Grand Exchange Pathwaian;;Grand Exchange Pathwaer;;;;;;;;;;;x
b_grand_exchange_pathway_3;Grand Exchange Pathway;Grand Exchange Pathway;Grand Exchange Pathway;;Grand Exchange Pathway;;;;;;;;;x
b_grand_exchange_pathway_3_adj;Grand Exchange Pathwaian;;Grand Exchange Pathwaer;;;;;;;;;;;x
b_long_hall;Long Hall;Long Hall;Long Hall;;Long Hall;;;;;;;;;x
b_long_hall_adj;Long Hallian;;Long Haller;;;;;;;;;;;x
b_long_hall_2;Long Hall;Long Hall;Long Hall;;Long Hall;;;;;;;;;x
b_long_hall_2_adj;Long Hallian;;Long Haller;;;;;;;;;;;x
b_long_hall_3;Long Hall;Long Hall;Long Hall;;Long Hall;;;;;;;;;x
b_long_hall_3_adj;Long Hallian;;Long Haller;;;;;;;;;;;x
b_lum_barbarian_path;Lum Barbarian Path;Lum Barbarian Path;Lum Barbarian Path;;Lum Barbarian Path;;;;;;;;;x
b_lum_barbarian_path_adj;Lum Barbarian Pathian;;Lum Barbarian Pather;;;;;;;;;;;x
b_lum_barbarian_path_2;Lum Barbarian Path;Lum Barbarian Path;Lum Barbarian Path;;Lum Barbarian Path;;;;;;;;;x
b_lum_barbarian_path_2_adj;Lum Barbarian Pathian;;Lum Barbarian Pather;;;;;;;;;;;x
b_lum_barbarian_path_3;Lum Barbarian Path;Lum Barbarian Path;Lum Barbarian Path;;Lum Barbarian Path;;;;;;;;;x
b_lum_barbarian_path_3_adj;Lum Barbarian Pathian;;Lum Barbarian Pather;;;;;;;;;;;x
b_lum_coast;Lum Coast;Lum Coast;Lum Coast;;Lum Coast;;;;;;;;;x
b_lum_coast_adj;Lum Coastian;;Lum Coaster;;;;;;;;;;;x
b_lum_coast_2;Lum Coast;Lum Coast;Lum Coast;;Lum Coast;;;;;;;;;x
b_lum_coast_2_adj;Lum Coastian;;Lum Coaster;;;;;;;;;;;x
b_lum_coast_3;Lum Coast;Lum Coast;Lum Coast;;Lum Coast;;;;;;;;;x
b_lum_coast_3_adj;Lum Coastian;;Lum Coaster;;;;;;;;;;;x
b_lum_crossing;Lum Crossing;Lum Crossing;Lum Crossing;;Lum Crossing;;;;;;;;;x
b_lum_crossing_adj;Lum Crossingian;;Lum Crossinger;;;;;;;;;;;x
b_lum_crossing_2;Lum Crossing;Lum Crossing;Lum Crossing;;Lum Crossing;;;;;;;;;x
b_lum_crossing_2_adj;Lum Crossingian;;Lum Crossinger;;;;;;;;;;;x
b_lum_crossing_3;Lum Crossing;Lum Crossing;Lum Crossing;;Lum Crossing;;;;;;;;;x
b_lum_crossing_3_adj;Lum Crossingian;;Lum Crossinger;;;;;;;;;;;x
b_lum_watermill;Lum Watermill;Lum Watermill;Lum Watermill;;Lum Watermill;;;;;;;;;x
b_lum_watermill_adj;Lum Watermillian;;Lum Watermiller;;;;;;;;;;;x
b_lum_watermill_2;Lum Watermill;Lum Watermill;Lum Watermill;;Lum Watermill;;;;;;;;;x
b_lum_watermill_2_adj;Lum Watermillian;;Lum Watermiller;;;;;;;;;;;x
b_lum_watermill_3;Lum Watermill;Lum Watermill;Lum Watermill;;Lum Watermill;;;;;;;;;x
b_lum_watermill_3_adj;Lum Watermillian;;Lum Watermiller;;;;;;;;;;;x
b_lumbridge_barn;Lumbridge Barn;Lumbridge Barn;Lumbridge Barn;;Lumbridge Barn;;;;;;;;;x
b_lumbridge_barn_adj;Lumbridge Barnian;;Lumbridge Barner;;;;;;;;;;;x
b_lumbridge_barn_2;Lumbridge Barn;Lumbridge Barn;Lumbridge Barn;;Lumbridge Barn;;;;;;;;;x
b_lumbridge_barn_2_adj;Lumbridge Barnian;;Lumbridge Barner;;;;;;;;;;;x
b_lumbridge_barn_3;Lumbridge Barn;Lumbridge Barn;Lumbridge Barn;;Lumbridge Barn;;;;;;;;;x
b_lumbridge_barn_3_adj;Lumbridge Barnian;;Lumbridge Barner;;;;;;;;;;;x
b_lumbridge_castle;Lumbridge Castle;Lumbridge Castle;Lumbridge Castle;;Lumbridge Castle;;;;;;;;;x
b_lumbridge_castle_adj;Lumbridge Castlean;;Lumbridge Castler;;;;;;;;;;;x
b_lumbridge_castle_2;Lumbridge Castle;Lumbridge Castle;Lumbridge Castle;;Lumbridge Castle;;;;;;;;;x
b_lumbridge_castle_2_adj;Lumbridge Castlean;;Lumbridge Castler;;;;;;;;;;;x
b_lumbridge_castle_3;Lumbridge Castle;Lumbridge Castle;Lumbridge Castle;;Lumbridge Castle;;;;;;;;;x
b_lumbridge_castle_3_adj;Lumbridge Castlean;;Lumbridge Castler;;;;;;;;;;;x
b_lumbridge_courtyard;Lumbridge Courtyard;Lumbridge Courtyard;Lumbridge Courtyard;;Lumbridge Courtyard;;;;;;;;;x
b_lumbridge_courtyard_adj;Lumbridge Courtyardian;;Lumbridge Courtyarder;;;;;;;;;;;x
b_lumbridge_courtyard_2;Lumbridge Courtyard;Lumbridge Courtyard;Lumbridge Courtyard;;Lumbridge Courtyard;;;;;;;;;x
b_lumbridge_courtyard_2_adj;Lumbridge Courtyardian;;Lumbridge Courtyarder;;;;;;;;;;;x
b_lumbridge_courtyard_3;Lumbridge Courtyard;Lumbridge Courtyard;Lumbridge Courtyard;;Lumbridge Courtyard;;;;;;;;;x
b_lumbridge_courtyard_3_adj;Lumbridge Courtyardian;;Lumbridge Courtyarder;;;;;;;;;;;x
b_lumbridge_furnace;Lumbridge Furnace;Lumbridge Furnace;Lumbridge Furnace;;Lumbridge Furnace;;;;;;;;;x
b_lumbridge_furnace_adj;Lumbridge Furnacean;;Lumbridge Furnacer;;;;;;;;;;;x
b_lumbridge_furnace_2;Lumbridge Furnace;Lumbridge Furnace;Lumbridge Furnace;;Lumbridge Furnace;;;;;;;;;x
b_lumbridge_furnace_2_adj;Lumbridge Furnacean;;Lumbridge Furnacer;;;;;;;;;;;x
b_lumbridge_furnace_3;Lumbridge Furnace;Lumbridge Furnace;Lumbridge Furnace;;Lumbridge Furnace;;;;;;;;;x
b_lumbridge_furnace_3_adj;Lumbridge Furnacean;;Lumbridge Furnacer;;;;;;;;;;;x
b_lumbridge_herding_field;Lumbridge Herding Field;Lumbridge Herding Field;Lumbridge Herding Field;;Lumbridge Herding Field;;;;;;;;;x
b_lumbridge_herding_field_adj;Lumbridge Herding Fieldian;;Lumbridge Herding Fielder;;;;;;;;;;;x
b_lumbridge_herding_field_2;Lumbridge Herding Field;Lumbridge Herding Field;Lumbridge Herding Field;;Lumbridge Herding Field;;;;;;;;;x
b_lumbridge_herding_field_2_adj;Lumbridge Herding Fieldian;;Lumbridge Herding Fielder;;;;;;;;;;;x
b_lumbridge_herding_field_3;Lumbridge Herding Field;Lumbridge Herding Field;Lumbridge Herding Field;;Lumbridge Herding Field;;;;;;;;;x
b_lumbridge_herding_field_3_adj;Lumbridge Herding Fieldian;;Lumbridge Herding Fielder;;;;;;;;;;;x
b_lumbridge_path;Lumbridge Path;Lumbridge Path;Lumbridge Path;;Lumbridge Path;;;;;;;;;x
b_lumbridge_path_adj;Lumbridge Pathian;;Lumbridge Pather;;;;;;;;;;;x
b_lumbridge_path_2;Lumbridge Path;Lumbridge Path;Lumbridge Path;;Lumbridge Path;;;;;;;;;x
b_lumbridge_path_2_adj;Lumbridge Pathian;;Lumbridge Pather;;;;;;;;;;;x
b_lumbridge_path_3;Lumbridge Path;Lumbridge Path;Lumbridge Path;;Lumbridge Path;;;;;;;;;x
b_lumbridge_path_3_adj;Lumbridge Pathian;;Lumbridge Pather;;;;;;;;;;;x
b_lumbridge_pub;Lumbridge Pub;Lumbridge Pub;Lumbridge Pub;;Lumbridge Pub;;;;;;;;;x
b_lumbridge_pub_adj;Lumbridge Pubian;;Lumbridge Puber;;;;;;;;;;;x
b_lumbridge_pub_2;Lumbridge Pub;Lumbridge Pub;Lumbridge Pub;;Lumbridge Pub;;;;;;;;;x
b_lumbridge_pub_2_adj;Lumbridge Pubian;;Lumbridge Puber;;;;;;;;;;;x
b_lumbridge_pub_3;Lumbridge Pub;Lumbridge Pub;Lumbridge Pub;;Lumbridge Pub;;;;;;;;;x
b_lumbridge_pub_3_adj;Lumbridge Pubian;;Lumbridge Puber;;;;;;;;;;;x
b_lumbridge_windmill;Lumbridge Windmill;Lumbridge Windmill;Lumbridge Windmill;;Lumbridge Windmill;;;;;;;;;x
b_lumbridge_windmill_adj;Lumbridge Windmillian;;Lumbridge Windmiller;;;;;;;;;;;x
b_lumbridge_windmill_2;Lumbridge Windmill;Lumbridge Windmill;Lumbridge Windmill;;Lumbridge Windmill;;;;;;;;;x
b_lumbridge_windmill_2_adj;Lumbridge Windmillian;;Lumbridge Windmiller;;;;;;;;;;;x
b_lumbridge_windmill_3;Lumbridge Windmill;Lumbridge Windmill;Lumbridge Windmill;;Lumbridge Windmill;;;;;;;;;x
b_lumbridge_windmill_3_adj;Lumbridge Windmillian;;Lumbridge Windmiller;;;;;;;;;;;x
b_mages_house;Mage's House;Mage's House;Mage's House;;Mage's House;;;;;;;;;x
b_mages_house_adj;Mages Housean;;Mage's Houser;;;;;;;;;;;x
b_mages_house_2;Mage's House;Mage's House;Mage's House;;Mage's House;;;;;;;;;x
b_mages_house_2_adj;Mages Housean;;Mage's Houser;;;;;;;;;;;x
b_mages_house_3;Mage's House;Mage's House;Mage's House;;Mage's House;;;;;;;;;x
b_mages_house_3_adj;Mages Housean;;Mage's Houser;;;;;;;;;;;x
b_north_barbarian_path_plain;North Barbarian Path Plain;North Barbarian Path Plain;North Barbarian Path Plain;;North Barbarian Path Plain;;;;;;;;;x
b_north_barbarian_path_plain_adj;North Barbarian Path Plainian;;North Barbarian Path Plainer;;;;;;;;;;;x
b_north_barbarian_path_plain_2;North Barbarian Path Plain;North Barbarian Path Plain;North Barbarian Path Plain;;North Barbarian Path Plain;;;;;;;;;x
b_north_barbarian_path_plain_2_adj;North Barbarian Path Plainian;;North Barbarian Path Plainer;;;;;;;;;;;x
b_north_barbarian_path_plain_3;North Barbarian Path Plain;North Barbarian Path Plain;North Barbarian Path Plain;;North Barbarian Path Plain;;;;;;;;;x
b_north_barbarian_path_plain_3_adj;North Barbarian Path Plainian;;North Barbarian Path Plainer;;;;;;;;;;;x
b_north_deadwoods;North Deadwoods;North Deadwoods;North Deadwoods;;North Deadwoods;;;;;;;;;x
b_north_deadwoods_adj;North Deadwoodsian;;North Deadwoodser;;;;;;;;;;;x
b_north_deadwoods_2;North Deadwoods;North Deadwoods;North Deadwoods;;North Deadwoods;;;;;;;;;x
b_north_deadwoods_2_adj;North Deadwoodsian;;North Deadwoodser;;;;;;;;;;;x
b_north_deadwoods_3;North Deadwoods;North Deadwoods;North Deadwoods;;North Deadwoods;;;;;;;;;x
b_north_deadwoods_3_adj;North Deadwoodsian;;North Deadwoodser;;;;;;;;;;;x
b_north_draynor_courtyard;North Draynor Courtyard;North Draynor Courtyard;North Draynor Courtyard;;North Draynor Courtyard;;;;;;;;;x
b_north_draynor_courtyard_adj;North Draynor Courtyardian;;North Draynor Courtyarder;;;;;;;;;;;x
